id,video,emotion,Text,transcription
147,https://www.instagram.com/reel/DIlmd-4SO7s/,Surprise,," Mesinnya Benzin tapi bisa nge-charge di SPKAU dan biar cuma bekal 1500 cc tenaganya gokil juga cing. Adalah cerit T38 CSH sebagai bekal calon SUV yang bisa kuminasi hematnya mobil strict dan kemudian pemakaian mobil Benzin. Soalnya Doi adalah pelagin hybrid. Jadi beda dari hybrid biasa dimana T38 ini didukuh power motor strict dan baterai yang lebih besar. Dengan gini Doi diklaim bisa jalan 90 km lebih tanpa minum Benzin sama sekali. Pun mobilnya bisa di-charge pakai colokan fast charger CCS2 kalau mau isi baterai full di samping andelin mesin Benzin dan regeneratif braking. Di kombinasi mesin Benzin dan motor elektriknya disebut bisa bahwa T38 CSH tempuh 1300 km plus-plus bekal satu tanki Benzin dan baterai full. Juga di samping itu Doi Tyahut ini kasih output tenaga yang on paper sih jauh lebih tinggi dari SUV Tato-Tato meski mesinnya cuma 1500 cc turbo. Tampak menarik ya apalagi dipaketin dengan fitur mewah semisal masaj sit untuk pelumpang depan, panoramik sunroof segala sampai waras charger dan adas juga udah gak perlu ditanya lagi. Well tinggal nunggu haga resmi ya. Dengan kapabilitas PHEV, ekspektasinya T38 CSH ini bakal dibander berapa nih cing."
148,https://www.instagram.com/reel/DH5DVpFyEXV/,Trust,," keberadaannya suka kurang dianggap padahal penting di saat ganting apalagi di momen mudik gini tingg salah satunya adalah ban serap minimal tau lokasi dan cara aksesnya kayak niksibishipajera sport gini yang ada persis di kolong belakang cara ngeluarinya siapin dulu kunci rodah yang ada di kompartemen bagasi sebelah kiri lanjut buka kompartemen antai di sini ada dua lapis kaplingkaran yang bisa kita buka satu persatu untuk akses ke hengar serap putar ke kiri sampai turun semua udah gitu lepas jantolannya dari palak, udah deh dari sini bisa dipantau tekanan anginya secara berkala biar gak bingung begitu butuh ikutin rekomendasi pabrikkan kalau ada atau umumnya bisa lebihhin sedikit dari tekanan normal kalau banyak full size boleh dirotasi juga sekali-sekali misalnya disamain dengan jadual service lokasi dan cara akses di tiap mobil bisa beda-beda terus jangan kaget juga kalau ternyata gak ada baca lagi ke manual book karena beberapa mobil cuma dikasih repair kit alias alat tambal ban so buat yang lagi siap-siap mau pergi jauh udah di cek ban serapnya"
149,https://www.instagram.com/reel/DG5nD_aykGo/,Surprise,," begini jadinya kalau SUV MonoCock sama SUV leather frame di ajak nikung, cek di lucing pertama, kita ada Toyota Fortuner GR Sport yang suspensinya relatif kaku-kaku sporty ditekok di kecepatan 35 km per jam, namanya SUV jangkung kelihatan ya limbungnya apalagi misi bisipa GR Sport yang punya karakter relatif lebih soft yang jelas ini semua khas SUV basis pickup dari suara decitan ban sampai mabel-mabel understeernya tapi lain cerita kalau tengok santai yang punya basis MonoCock oke namanya SUV pasti ada limbungnya, tapi teku kandaui bisa lebih rapet, sharp dan gigit kejalan bisa kalian notis juga dari suara decitan ban yang lebih kalem, padahal speednya sama waw, soal handling di aspal nggak perlu direaguin lagi kalau SUV MonoCock bisa kasih kenyamanan plus karakter handling yang lebih presisi ketika leather frame relatif lebih longgar tapi untuk urusan kemampuan jelajah, pilihan SUV leather frame mesti diakui lebih mumpuni balik lagi sama preferensi dan kebutuhan untuk sebuah SUV besar, kalian prefer leather frame atau MonoCock nih"
150,https://www.instagram.com/reel/DGKpBnFSzTN/,Trust,," Mobin yang lebih tua katanya mesti pakai Oli yang lebih kental, emang bener? Sehingga ada dua faktor yang paling penting untuk diperhatikan. Pertama, fiskositas Oli yang mana sudah termasuk di dalam rekomendasi manual book, beserta rentang alternatif yang aman. Kalau misalnya Oli terlalu kental, bisa jadi menurunkan efisien si bantak bakar karena kinar jam esin jadi lebih berat. Perhatikan EPS service pada Oli. Kalau dari beberikan harus pakai EPS service SN, pakailah yang sesuai. EPS service SN juga, jangan pakai yang lebih rendah. FYI ya, EPS service SN itu udang yang paling tinggi di mesin BenSyn. Yang terakhir pilih-pilih oleh mesin sesuai kebutuhan dan umur mobil. Biasanya mobil-mobil umuran muda cocok sama Oli flu sintetis karena untuk mendukung performa dan efisensi. Sementara yang lebih lawas biasanya masih cocok untuk pakai mineral. Tapi apapun Olinya pasti dapat yang original ya. Tapi kan mahalan. Masih anyat 2 meter rim? Masih lagi. Pake yang ini nih. Belanja di e-commerce pakai kode promo BND Pertamina, langsung dapet diskon 1 juta. Syaratnya minimal pemilihan 1,5 juta. Dan bisa pilih tenor sampai dengan 24 bulan. Cuma di tuaga.id kita bisa berni-berni ngobrol produk kredit kart sesuai dengan kebutuhan. Dan sekalian apply juga. Gapro Kawa Tirugi pasti dibantuin untuk dapetin kredit kart yang sesuai dengan kebutuhan. Jadi cek dulu aja di tuaga.id."
151,https://www.instagram.com/moladin_id/reel/DFu7bn8S5k8/,Proud,," kenapa ini cari mobil kilometer rendah kalau ujung-ujungnya kilometernya diputer? menurut gue, paling mending itu cari mobil apa adanya aja kilometernya berapa terserah yang penting mobilnya krawat kayak seperti Toyota Foxy 2018 ini ini udah diinspeksi juga, di moinspeksi hasil udah keluar semua kilometernya 149.000 dan tampilannya semuanya wajar dan seperti mobil yang sangat krawat ini bisa dilihat interiornya semuanya masih original steernya, bahkan pengguna sebelumnya ini emang kaya ngerawat banget steernya masih asli biasanya steer yang mobil ini tahun yang sama itu dia gampang letek seperti itu joknya semua masih asli dan berbualan pemakaian normal dan ini kalau dilihat dari hasil laporan inspeksi mobil ini bebas banjir, bebas tabrak jadi tadi gue ada cek di bagian interior di kolom steer sama bawah jok itu aman semuanya gak ada karat, gak ada oksidasi dan mobil ini juga bebas tabrak tadi belakang udah cek umumnya kan belakang gampang ditabrak ya jadi semuanya lempeng, bagian pilar juga dan bagian depan sini ini juga masih lurus, gak ada bekas las-lasang jadi aman banget jadi mobil ini ada di listing moladin.com jadi selain inspeksinya lengkap banget bahkan kita juga bisa tahu berapa pajak tahunan dari mobil ini dan kalau misalnya ingin kira-kira budget itu cocok banget tinggal main aja ke website moladin atau kalau ada mobil inceran dan pengen mau inspeksi sendiri itu bisa langsung ke jasa mau inspeksi"
152,https://www.instagram.com/reel/DFp8hyZyAna/,Trust,," Mau isi angin ban tapi bingung berapa tekanannya, ceknya di sini cing. Kebanyakan pabrikan kasih stiker rekomendasi tekanan angin ban di area pilat bagian bawah, kayak di honda BRV ada di sini nih. Biasanya stiker ini nunjukin dimensi ban, udah gitu tekanan angin tergantung bobot yang sedang diangkut misalnya kayak BRV ini nih. Ada 5 orang plus-barang atau 7 orang plus-barang tekanannya sama. Tiba-tanya 220 kPa atau sekitar 2.2 bar atau 32 psi. Dan termasuk juga tekanan angin untuk ban syarepnya. Rekomendasi pabrikan ini jadi penting karena kalau tekanan terowting giberpotensi menurunkan traksi atau meningkatkan risiko pecahban. Dan kalau terowtingnya bisa menurunkan efisiensi bahan bakar. Nah dengan tekanan yang pas jadi untuk urusan safety, performa dan efisiensi semuanya bisa optimal cing."
153,https://www.instagram.com/moladin_id/reel/DFaLH18SJAa/,Surprise,," Tanjakan terjal dan licin ini bisa kasih gambaran soal beda kapabilitas sistem menggerak roda depan dan belakang. Pes kali ini berisi 6 orang dengan total bobot 550 kilo, dan nanyakan ditanjakan yang biasa dipakai mau labinting. Standing start di posisi nanyak LSU V berpenggerak roda depan jelas kewalahan. Mitsubishi Xpender Cross Honda BRV Hyundai Stargazer X ujungnya cuma slip dan nggak gerak bahkan malah mundur. Tapi dari yang kita rasain, Stargazer X punya sistem kontrol traksi sedikit lebih baik, dimana hampir bisa bantu merangkak naik meski akhirnya gagal juga. Lain cerita penggerak roda belakang kaya teritaras. 3, 2, 1, let's go! Satu-satunya yang bisa dikondisi kayak gini. Ya, ada drama. Tapi itu nggak ada willsman-willsman. Dengan posisi roda penggerak di area tumpuan bobot kendaraan saat nanyak, jadi nggak perlu heboh untuk cari traksi. Mudah nanyak walaupun agaknya on paper paling culun. Tapi pada akhirnya semua bisa nanyak kok. Meski pergerak roda depan memang perlu ancang-ancang lebih jauh dan jangan sampai kehilangan momentum gerak. Anyway, tungguin saja seri komparasi di channel MolaDin yang bakal bahas lebih dalam soal 4LSUV ini biar bisa di-side mana yang paling sesuai kebutuhan. Dari 4 mode ini, kalian jagoin yang mana nih."
154,https://www.instagram.com/moladin_id/reel/DFXxK6cSSuh/,Trust,," Buat yang belum tahu, bagian di bumper ini penting buat emergent seating. Bentuknya bisa jadi kotak, ringkaran, atau ngikutin shape bumper, dan biasanya ada coakan untuk nyalipin obeng minus. Ya, bukannya pakai obeng minus dan unggumnya ini bisa kita tengwin di tempat penyimpanan kunci-kunci alias toolkit. Tinggal selipin ke lubangnya, congkel hati-hati ke dalam ke buka D. Nah, di balik kap ini ada lubang dred sebagai lokasi untuk pasang mata direkt. Puter ke kanan untuk ngencengin dan pastikan kenceng dengan bantuan kunci rodah. Buat catetan, cek lagi ke manual buk karena, meski banyak mobil mengadaptasi desain seperti ini, ada juga yang punya jenis mata dari berbeda atau cover yang lebih tersembunyi. Gak perlu khawatir bumpernya ke tarik juga karena, Situhuk ini langsung nyambung ke bagian sasis. Jadi ketika mobil terperosok atau misalnya perlu tarik ke track gendong, tarik dari sini aja cukup jamin kuat."
155,https://www.instagram.com/moladin_id/reel/DEm23d2yzeu/,Surprise,," Akhirnya ada model Hyundai Creta yang bisa head-to-head banget sama Honda HRV RS. Cek dulu variant Creta cepat, Hyundai Creta N-Line-ching. Yup, Creta facelift udah resmi mengaspal dan nambah variant N-Line yang berbau performa. Dari segigaya, beda total, bukan sekedar nambah aksesori add-on. Lihat aja mukanya yang lebih galak dan luas ketimbang Creta biasa yang serba tegap. Begitu kula di belakang dengan spoiler lebih kentara dan pemanis ala diffuser. Jauh lebih galak, ditambah lagi pakai spat 18 inch. Masuk ke dalam kabin, dashboardnya baru nih teman-teman. Dia pakai layar di kiri untuk instasteme fitur dari sebelah kanan, dia untuk layar instrumentasi. Udah gitu, masih mempertahankan tombol-tombol yang kayak kita lihat tuh kayak ada di Hyundai Kona Electric. Walaupun dia kelihatan futuristis tapi masih mempertahankan keperaktisannya. Terus D-Line punya teman khusus dengan background hitam dan aksennya merah. Juga ada fitur-fitur spesifik seperti kamera 360, joknya udah elektrik sebagai penggumudi. Dan bagian bagasinya juga udah elektrik-cing. Improvement besar yang mana makin berasa panas untuk bisa ngadu sama HR VRS. Dan ya, keren tas cara umum sekarang fiturnya lebih lengkap. At least adasnya udah termasuk adaptive cruise control. Nah ini yang bikin dia beda. Mesinnya bukan pakai 1500 cc biasa tapi pakai 1500 cc turbo yang bisa kita temuin di Kia Celtos. Jadi, powernya lebih gede nih. Yes, bukan sekedar bersolek, tenangannya juga lain khusus model D-Line. Dan jelas soal harga pun paling tinggi karena doi resmi mengisi varian teratas di line-up Hyundai Kretta. Jadi gimana? Jadi pertimbangan berat gak buat yang lagi nimbang-nimbang HR VRS?"
156,https://www.instagram.com/moladin_id/reel/DElz8FpS2rg/,Surprise,," Akhirnya ada juga mobil SUV 7-seater yang nyari sempurna Nyari sempurna ya, kekurangannya ada Performa mesin hybridnya nggak main-main Akselerasinya sudah cukup untuk bersaing dengan rivalnya yang pakai mesin diesel Apalagi konsolusi BBM-nya bisa dibilang irrit untuk mobil sebesar ini Konsisten berada di atas 15 km per liter selama melalui berbagai kondisi dan berbagai medan tentunya Ke praktesannya luar biasa, mobil ini punya cup holder dan kombatomen penyimpanan yang terbuka dan tertutup banyak banget Akses masuk baris ke-3 tinggal pencet Mau buka-begasi, tinggal pencet Buturan lebih, kelipat baris ke-2 tinggal pencet juga Tapi ada satu masalah, tonok cover ini tidak bisa disimpan di bagian belakang Apalagi ketika Anda ingin mengaktifkan baris ke-3 Karena di bagian bawah sini, tempat tonok cover-nya ini diinvasi oleh 2-in Jadi, mau tidak mau tonok cover ini, harus mengimpasi ruang kapin atau di tinggal di rumah"
157,https://www.instagram.com/moladin_id/reel/DDq5sbiSdfx/,Trust,," Inci Denu berupanta truck yang berujung maut bukan sekali atau dua kali kejadian terlepas dari siapa yang lalai perantirir under-run protection di kendaraan besar, kelihatannya penting juga ya, Ching sederhananya sih ini bumper belakang, truck di tujukan supaya mobil-mobil lebih kecil nggak langsung ngolong ketika terjadi kecelakaan sealanya pos turbokong yang tinggi bakal ketemu langsung sama pilar mobil penumpang, ngeri, apalagi di cara truck-truck dan trailer besar nah dari tes IHS di Amerika, seganya nunjukin dengan desan yang tepat bisa mencegah terjadinya kecelakaan fatal mau itu full frontal atau overwrap samping, well di kita juga ada aturannya kok, cuma mungkin perlu diperketat lagi soal rancangan dan kewajiban pasangnya biar yang pasang nggak sebatas formalitas asal ada tapi yang jelas di sini paling penting adalah awareness semua pengguna jalan, tetap kudutau diri tau aturan dan hati-hati soalnya safety bukan cuma buat diri sendiri, di sini ada yang pernah ngalami ngolong ke pantai truck, jangan sampai deh ya"
158,https://www.instagram.com/moladin_id/reel/DDlSrZYSvAN/,Surprise,," adu bensin R192 antara BP, Shell, Pertamina, dan Vivo kira-kira irut yang mana? cek di rute-cing nah jadi kita ada 4 Toyota Avenza yang identik untuk dites dan semuanya dikuras dulu bensinnya kaya gini sampai abis, sampai lulau biar semuanya rata, berangkat dari kosong udah gitu mobilnya dipastin bener-bener gak mau di starter lagi baru deh, masing-masing dibekelin bensin 7 liter gua ke bagian Pertamina, Mike dapet BP, VeeKree dapet Vivo, dan Anda dapet Shell kira-kira siapa yang luar nabis? oke, kita udah jalan dengan bekal bensin 7 liter anyway, soal mobilnya semua dibikin rata bukan cuma bensinnya dapet 7 liter, tapi tekanan anangin terus buat penumpang di dalamnya, bahkan kita dapet ekstra balas ini lupa air mineral dapet 2 galon sama 2 buat 100.5 liter jadi semuanya dibikin imbang gitu perjalanan kami, ring-iringan berempat dan secara urutan dinamis terus bergantian juga soal asing gak ada kompromis ya nyala di temperatur terendah dengan double blower aktif paling penting di sini kaki semuanya mau deng sekolah dulu dan jaga speed constant di 80-100 nah, mostly by MID sih pada dapetin angka 20an km per liter tapi setelah sekian lama ngabisin waktu di jalan kontestan pertama yang tumbang adalah BP-92 dengan jarak 162.5 km gak jauh dari itu, pertama kesehabis di 162.9 km lalu disusul sama Vivo yang kelar di 164.2 km hebatnya, shell masih bisa dipentokin sampai abis di 178.4 km lumayan jauh ya, selisihnya dan jadi catetan ini hasilnya murni tanpa rekayasa buat yang mau nonton video lebih lengkapnya, liat aja di channel MolaDinoC so kalian pake yang mana nih selama ini?"
159,https://www.instagram.com/reel/DDFCBDQS1J3/,Surprise,, kelasnya sudah 1st kelas kalau mobilnya gede tapi muatnya cuma sedikit dan ini harganya 3billion rpd aja cing adalah Lexus LM500 H4 Seater sebagai Luxury Mover Lexus flagshipnya flagship nih dengan mesin hybrid lebih powerful nabun ramah lingkungan dan berbeka sistem penggerak 4 roda Direct 4 naik Lexus LM500 Hagi nya udah gak perlu khawatir soal legroom panjang 5 meter isinya cuma berempat dan isinya memang bener-bener mewah kayak disini nih ada ruang spatu buat nyimpen-nyimpen spatu dan kalian bisa pakai sendah hotel udah di sini ada ciler buat nyimpen-minuman-minuman dan buat ketak ke tixi baksi book ada mejanya terus di depan ada screen fotemen yang besar dan bisa kita projek lewat kabel HDMI di bagian konsol tengah ini dimana gile dengan divider pun menguatkan kesan eksklusifnya dan iya joknya bisa diatur seri Lex mungkin rasal izi chair lengkap otoman buat kaki berasa 1st kelas di kabin yang arahnya cenderung konservatif kalem tapi aura tajirnya kena tapi satu hal yang bikin penasaran posisi duduk ini kan persis di atas poros rodah dan kalau naik travel ini posisi yang paling gak enak tapi kalau naik Lexus LM kayaknya enak-enak aja ya ada yang pernah nyoba ga sih?
160,https://www.instagram.com/moladin_id/reel/DC5s_nJS-Df/,Surprise,," dengan harga prebooking Rp 499 juta, rasanya ini jadi SUV elektrik yang fiturnya banyak banget bayangin, di harga segini bisa dapet mobil yang punya kursi Pijet 8 titik heated and ventilated pula udah gitu di dalam konsol tengah ada kulkas yang bisa jadi penghangat, chiller sampai freezer dari minus 15 sampai 50 derajat sel sius tuh rentangnya deser ke belakang ini sih resmi, jadi salah satu opsi SUV listrik yang legroomnya lega apolapolan rasa long wheelbase dan sandarannya bisa diri klien sampai 137 derajat, cocok untuk duduk relax tapi di samping itu bagasinya sendiri masih kehitung lega dengan tingkat deck yang flexible bukan cuma fitur yang heboh dari tempuh doi sedap juga nih, kliennya sampai 602 km dalam siklus NEDC dari baterai 75.3 kwh walausaha look segimana menurut kalian, disebut ini terinspirasi dari T-Rex sebagai simbol yang powerful dan kokoh tapi emang kalau bicara kokoh-kokoh, hand mobil ini beneran berasa serba solid nah dengan harga pribuk King di bawah 499 juta rupiah, apa ini SUV elektrik yang kalian cari? komen di bawah oke"
161,https://www.instagram.com/reel/DExIKhNyAqa/,Surprise,," ngaduh BBM RON95, kali ini mana yang bikin mobil lebih ngacir, cek dulu, Ching jadi kita akan fokus ke pengujian bagaimana efek dari performa RON95 ke performa maksimal mobilnya jadi di RON95 itu udah ada BP Ultimate, ada Shell V-Power, ada Pertamax Green, sama ada Vivo Revol Rivo 95 kita pakai M4 Baik X552 yang kondisinya semua masih gris, baru, kilometer mirip, boleh dibilang identik biar fair prosedurnya sendiri kuras habis tanki sampai ga mau nyalah, satu mobil diisi satu merk BBM aja kemudian dipaket 50 km biar adaptasi dulu sama minumannya Dino Date, tiap mobil ke bagian 6 kaliran untuk diambil angka terbaik dari pantawan setiap jenis BBM punya output yang relatif konsisten per pengujian dan semua mobil punya grafik tenaga yang mirip tanpa cacat sebagai indikasi kondisi yang sama-sama sehat hasilnya Vivo Revol 95 dan BP Ultimate sanggup keluarin tenaga 138 HP on wheel di atasnya Pertamax Green belum torin 143 HP di roda, lumayan ya bedanya dan kemudian di sudah Shell V-Power yang punya catatan maksimal 144 HP hasil dari video ini, hasil semua pengujiannya kita bisa menyamain semuanya tanpa reka yata tanpa setiun lengkapnya boleh cek di channel MolaDina Jalkay so buat yang pernah coba 4 jenis BBM RON95 tadi, padahal ngerasain bedanya ga nih?"
162,https://www.instagram.com/moladin_id/reel/DM7rDvfy3_k/,Surprise,," pernah ga ada yang sadar kalo misalkan kita hidupin wiper naiknya cepet tapi pas tuh rundya berat apalagi saat di tall ini salah satu pengaruhnya, ini posisinya bener, ini terbalik ya kenapa? karena ini sebenernya made in china ya dan tempat on the bill aftermarket itu cuman jual main choloque ya dan disana kan sebenernya steer kiri ya kan jadi ini stand steer kiri, seharusnya seperti ini nih anginnya ke sini, kalo misalnya kayak gini dia menghambat angin, apalagi saat posisi wipernya sedang turun ya itu seharusnya cepet naik dan juga mudah untuk turun, saranya gampang, tinggal kita naikin ini doang angkat wipernya kita cabut dari rumahnya ini kalo memang steer kiri kan pasti batangnya di sebelah sana, jadi dia begini nih mau wipenya set ke sana ya kan, steer kiri ini bener tinggalnya antol ceklek gitu tapi kan ini steer kanan kebalik ini perlu kita cabut nih, ini tinggal kita cabut, tinggal balik ini seperti ini, di balik kayak gini, sini tinggal cuma ada pinnya, tinggal kita masukin sampai ceklek, nah pasang deh jadi pasangnya memang agak butuh 2 tangan ya terus tinggal kita geser, udah ke lock nih kita kunci sip, ini steer kanan, jadi anginnya ke sini tidak dambatan, jadi dia tinggal mau wip ke atas dan gampang juga balik saat kena angin, apalagi di tol, sekian tip dari gue, ini lumayan ngaruh dan lumayan penting"
163,https://www.instagram.com/moladin_id/reel/DM2G4Yny06x/,Trust,," Keluaran 2006 tapi baru jalan 25.000 km, semulus ah apa sih? Cek dulu, Cing! Dari luar bisa mengingati jaman-jaman masih dengerin Peter Pan bukan noah atau ngedek ke dukbioskop buat nonton film Jomblo. Seger, lempeng, kincelong, dan semua garisnya masih ketemu. Meski mobilnya gak benar-benar perspek kayak emblem jazz yang kehilangan titiknya atau bumper-bemper, size skirt yang ada sisah-sisa baret bekas kemakayan. Yang jelas, mobil yang gak pernah kecelakan parah dan gak pernah kena banjir. Interiornya gak kalah serucing. Dasebor-dasebornya masih rapih, kenceng, udah gitu. Kita dapetin head unit bawaan yang tebal-tombol aja masih kelihatan, si tulisannya. Dan yang lainnya, grafis-grafis di bagian dasbor juga masih jelas banget. Sama satu indikator penting, di bagian dotrim, fabriknya ini masih nunjukin pola dan gak kelihatan kotor, nyesuaikan pola-pola yang ada di jok. Dan begitu, udah di bawah jalan, mobil ini berasa solid banget dari suspensinya, respon stirnya, transmisinya. Satu fun fact, di jamannya ini keren banget karena walaupun dia transmisi mati, udah ada tip troniknya, jadi bisa pindah-pindah gigi lewat stir. Gak tiap hari bisa dapetin mobil yang kondisi kayak gini dan gak semua mobil yang kilometer yang rendah bisa serapi ini. Kalau belum yakin sama kondisi mobil yang kalian incer, kontak aja timur inspeksi. Kita bisa dapetin laporan inspeksi menyeluruh, plus konsultasi gratis sama inspektornya. Jadi langsung aja kontak mau inspeksi, oke?"
164,https://www.instagram.com/moladin_id/reel/DMus1qdh63R/,Surprise,," bisa hati-hati lain mainan hybrid GwM justru hadirkan SUV diesel yang siapnya jatuh offroad Marky Cok Gwm 10300 diesel 4x4 sebagai permulaan mesinnya dia pakai 2400 cc turbo dengan variabel geometry turbo charger yang sanggup hasilkan 184 PS dan torsinya di 480 Nm bisa urkan ke 4th row dan melalui transmisi 9 percepatan langsung kita coba suara mesinnya ini audio gua noise cancellationnya udah dimatiin wah, ini suara dieselnya senyap sih nggak kedengeran suara diesel nah digas sedikit baru ada tapi pas idle rasanya kosong gitu suara dieselnya kita tes jalan Gwm 10300 ini boleh dibilang ya offroader beneran 4x4 karena si transfer case nya aja ada 2H ada 4H ada 4 low dan selain itu fitur-fitur offroad nya juga lengkap misalnya ada terrain mode nya untuk mode berkendara di medan berat ada di vlog belakang sama ada tank turn jadi ketika di medan yang mitsin kita bisa punya radis putar yang kecil kata seakselerasi diesel nya ya wah, nari kini overall Gwm 10300 diesel 4x4 berasa jadi SUV leather frame yang lumayan fancy tergolong senyap, minim getar, ada sisi premiumnya juga di dalam kabin bikin tambah menarik model 4x4 ini di bandrol 658 juta bahkan bisa didapetin di harga special early bird 648 juta rupiah menjamin durabilitasnya juga Gwm berani kasih garansi mesin hingga 10 tahun atau 1 juta kilometer spesifik model diesel gimana Minat sama offroader 1 ini main-main aja ke gas 2025 dan kunjung gibut Gwm buat liat sekaligus rasain langsung SUV diesel terbaru mereka"
165,https://www.instagram.com/moladin_id/reel/DMxYMsNSZ5x/,Proud,," Bacita under 400 jutaan bisa dapet Mitsubishi Destinator tapi varian paling bawah nih Atau bisa dapet hindi Indes Targazer Kartense X varian yang paling tinggi dan jadi yang lebih canggih So, tampilannya memang berasa polos banget, dia gak punya roof rail Udah gitu, orang-maneewahnya juga minim banget Terus bagi varian yang paling tinggi dia punya penampilannya yang lebih atraktif Tapi bukan sebatas atraktif karena bisa fungsi naljuga Dimana si Kartense X ini dia punya roof rail yang sanggup nahan lupain hingga 100 kg Tapi dapet mesin yang bertenaga nih, dia punya 163 PS dan torsi 250 jm Udah gitu dibantu pakai liukit cooling segala Soal pemacu Indes Targazer Kartense X ini dia pakai 1500 cc natural aspirated yang sanggup Masih dikatakan nalaga, 15 PS dan torsi di 143,8 Nm Walaupun dalemannya berasa polos banget tapi dia dimensi 4,7 jm Jadi bisa ngasih ruang kaki yang lebih lega nih Panjang tetangga di 4,5 meteran dan disini ada opsi untuk captain seat atau bench seat Udah punya elektrik parking brake dengan auto hold, udah pakai smart key juga Tapi sayang AC nya masih belum ada fitur automatic climate control Udah gitu isemen kasternya juga masih analog dan berasa jadul Ditambah heterotritya juga kecil banget Soal adasnya jangan berharap deh disini udah pasti nggak adalah Namanya tipe paling tinggi tentu punya fitur yang paling lengkap dan ini serba canggih Kita bicara visualnya dulu karena dia itu serba baru dan berasa mewah gitu Dimana layarnya itu terintegrasi dalam satu frame Dan di konsol tengah ini kita bisa lihat ada fungsi drive mode, ada elektrik parking brake Udah gitu ada ventilated seatnya segala Untuk adasnya lengkap bukan sekedar line keeping asis Karena dia sekarang punya adaptive cruise control yang bisa beroperasi di kecepatan rendah Terlalu ada fitur-fitur tambahan lainnya kayak TAPM, Max kamera 360 Asi otomatis yang panelnya tuh udah touch panel Terus kontrol transmisinya juga kayak di Hyundai yang harga yang 7,000 jutaan Plus makin premium lagi karena ini pakai audio dari Bose Dan fitur-fitur yang terbanggi tadi ada di Hyundai Stargazer Carthens X Prime Pack Yang dibuat 391,000,000 rupiah Gimana? Kalau budgetnya berpateras juta, kalian pilih yang canggih-canggi atau variant basic nih Terima kasih sudah menonton!"
166,https://www.instagram.com/moladin_id/reel/DMppfoHSJ_I/,Proud,," Ceri sekarang punya SUV yang superior hampir di semua aspeknya Ini dia nih, Ceri 39 CSH Mana SUV-mu? Yang ini? Gawat nih Mobil ini pakai teknologi Ceri Super Hybrid Tenangnya kemain-main sampai dengan 619 PS dan torsinya 920 Nm Ngeri banget Pengeretnya All Wheel Drive dan dia pakai transmisi Dedicated Hybrid Transmission Jadi pasti gak ada lag dan minimum power loss Udah gitu, 0-100 kmh cuman butuh waktu 5.4 detik aja Yang bikin makin menarik lagi, dia punya kapasitas baterai yang hampir kayak mobil listrik 34.46 kWh dan dengan baterai kapasitas kayak gini Dia bisa jalan sampai dengan 170 km cuman pakai EV Mode aja Ini lebih kayak RSN standard ya, dia kayak mobil listrik tapi bawa generatornya sendiri Dan asiknya lagi, kapasitas baterai ini bisa dipakai untuk V2L atau supply listrik Untuk kalau anda lagi camping Ih mantep Hampir semua fasilitas memang yang ada di mobil meyaran ada di mobil Rp.Jutaan ini Pertama, mulai dari kursi elektrik, adalah panoramik santuf yang gede banget Udah gitu punya 17 sistem adas, ditambah lagi mobil ini bisa parkir sendiri Dan gak kalah penting lagi Spikernya ada 14 BG dari Sony dan ada 3 buah speaker individual untuk pengemudinya aja Udah gitu kekendapan kabinnya juga luar biasa karena kaca depannya ini ternyata pakai double glass Jadi kabinnya luar biasa nyaman Kalau pengen perdi fasil lebih, tinggal naikin tirai aja Untung lagi keselamatannya juga main-main karena dia pakai standar Hampir di semua negara dan secara global Dia adalah mobil yang melakukan crash test paling banyak untuk memastikan keselamatannya Karena dia mobil pelagian hybrid, dia gak cuma bisa isi bensin aja tapi juga bisa dicarse Dengan disicharging yang chargingnya bisa secepat mobil listrik lainnya Karena mobil ini dimensinya hampir 4.8 meter Bukan cuma mau 7 penumpang tapi bagasi juga memuat di belakang"
