id,video,emotion,transcription
205,https://www.instagram.com/reel/DKtXhpBzDx_/,Proud," Erika Carlina bikin parfum Hmm.. Mari kita review ya Ini kolaborasi bersama Crucita Pertama disini adalah Comfort Zone Ini wanginya lebih pagi-pagi Santai Jadi disini notes-notesnya itu ada bergamot Ada aldehyde Habis itu di middlenya itu ada rose Dan di base note-nya itu ada sandalwood and white mask Tapi semua notes-nya itu tercover oleh si white mask-nya yang super strong Not my kind of sand Tapi mau tau banyak orang yang suka Aku kasih skornya ini 6,8 About last night Ini untuk mengingat party semalam Wih.. keren nggak tuh gue? Disini top notes-nya itu bergamot dan pink paper Di middle notes-nya orange blossom jasmine and vanilla Di base notes-nya itu ada sandalwood, cafe, and patchouli Emang yang paling tercium adalah vanillanya Mungkin ini lebih ke arah black opium Tapi nggak mirip sama black opium Tapi kayak satu family sama black opium Last but not least This is my favorite one Stuck with you Wangi-nya indah banget Dan ini mengingatkan aku sama wangi serjof yang erba pura Dan notes-notesnya yang ada disini adalah bergamot lemon orange Tapi wanginya nggak orangey atau citrusy gitu ya Di middle notes-nya fruity Dan di base notes-nya embery, mouse, and vanilla Tadi yang about last night ini aku kasih skor 7,5 Stuck with you ini aku kasih skor 9 teman-teman Apalagi yang harus aku review Silahkan komen di bawah ini adalah pemenangnya"
206,https://www.instagram.com/reel/DKuQ0pVzgN0/,Trust," Ini dulu adalah Agnespot andalan kita semua Temen-temen ini dari Skin Tiktok pasti udah banyak yang tau Terus toto nya sama mereka didiskontinue Dan rame banget yang mendemaku pada kecewa semuanya Karena ini didiskontinue Lama banget! Tau-taunya mereka comeback dengan packaging yang lebih mewah Dan juga formula yang lebih gong Sekarang mereka mengeluarkan lagi Agnespot Treatment Yang bisa diandalkan juga dengan ingredients yang lebih potent Karena sekarang ada 3 times acidnya di sini Yaitu salicylic acid, lactic acid, dan gluconolactone Semuanya pastinya untuk merendahkan jerawat Tapi berhubung aku lagi nggak ada jerawat sekarang Ini cuma ada kayak bekas-bekasnya Aku cuma akan ngasih tau aja informasi ke kalian Waktu aku ada jerawat Ini bisa membantu mengempeskan jerawat aku dalam waktu 3 hari Dan itu kejadiannya waktu itu kayak Oktober tanah laulu gitu ya Tapi buat kalian yang sering ada hormonal acne atau jerawat yang suka batu-batu mendadak gitu Ini bisa banget dijadikan skincare rescuer gitu Karena ini bagus banget salah satu Agnespot Treatment yang bagus banget menurut aku dari Skin Tiktok Dan cocok banget untuk menggantikan ini Karena emang paling bagus ini menurut aku sejauh ini Agnespot dari Skin Tiktok Jadi daripada kalian mencet-mencetin jerawat Lebih baik kalian totalin jerawat kalian dengan menggunakan produk ini seperti ini Super simple ya, sekian itu dari aku ya"
207,https://www.instagram.com/reel/DKw1N3WT0It/,Trust," Lapor-lapor! Aku ada uji tes produk terbaru MSGlow Tapi bukan di kulit aku Karena kulit aku tidak ada permasalahan kekusaman Aku minta Ken pakai produk MSGlow yang terbaru ini Simulay 377 moisturizer Terlama 1 bulan Dan kalian harus lihat progresnya Ini di minggu pertama Ini di minggu kedua Dan ini after 1 bulan Kelihatan progresnya Tapi kalau dipake lebih lama lagi bakalan lebih oke lagi Di sini tuh juga ada niacinamide dan teranek samit asid Dan MSGlow sudah melakukan clinical test juga Wajah itu jadi warnanya lebih rata Rek hitamnya berkurang Diteratakan warna kulit Kalau ada bakas jerawat itu juga dia bisa membantu menyamarkan Packagingnya tuh sekarang upgrade banget MSGlow Dan tekstur dari moisturizer-nya Ga terlalu tipis gitu Jadi kayak akan ada efek lembapak di kulit kita Ini bisa dipake pagi dan malam hari Ingrediencenya ga ada yang kayak bikin sensitif sama cahaya matahari Kalian bisa pake ini di pagi hari sebelum kalian pake sunscreen Nah ini teksturnya seperti ini ya guys Dan kan masih lanjut terus pake ini Karena dia suka ga ada rasa efek-efek yang membuat dia kayak perjing atau iritas Atau kayak menggelitik gitu Overall it's a good product Yang ada masalah kekusaman, rek hitam, bakas-bakas jerawat Terus selalu coba produk terbaru dari MSGlow ini Sekian terima kasih banyak untuk menonton"
208,https://www.instagram.com/reel/DK3wkQKzT6x/,Surprise," baru liat packagingnya aja I'm falling in love and finally I have this product ini susah banget dicarinya ya ini perfumenya Bella Hadid dan saya sebagai Tasha Haddad harus mereview productnya Bella Hadid ini adalah Orbella perfume dan aku punya semua variannya tapi aku tuh pernah serta kira-kira mana yang paling favorite aku dia ini bukan sekedar perfume tapi dia tuh kayak lebih ke arah fragrance oil yang mau pake kalian harus shake dulu terus kalian semprotin terus kalian massage jadi dia bikin kulit keliatan glowing juga gitu my god yang ini alat parah window to soul ini wanginya very soft aku emang first impression yang warnanya paling aku suka kayak ini pastinya sebelumnya udah coba parfum Orbella ini tahanannya itu kurang lebih 5-6 jam karena dia kayak lebih soft dibanding kayak intense fragrance gitu karena dia nempel kayak oily di kulit gitu walaupun siachen projection yang ga terlalu jembreng tapi kalau longevity dan juga intimasi nya tuh dapat banget jadi kalo orang deket sama kita gitu pasti akan kecium bau nya ini notes-notes nya yang ada disini adalah top notes ada geranium, lemon, sama mint di middle notes nya ada damask rose dan jasmine dan di base notes nya ada tonka bean jadi wangi creamy and sweet nya itu dari tonka bean nya ini perlembut dengan wangi rose jadi wanginya Bella Hadid ternyata tuh tipe yang kayak lebih zen calm suit arahnya ke arah manis tapi manis zen ya temen-temen aku udah cek salted muse ini yang paling banyak dapet awards dan paling jadi favorit banyak orang aku udah coba first impression aku itu langsung kayak ini sih wangi lebih hotel mewah zen greenish gitu terus kayak sage menurut aku representing yang membuat kita tuh tenang bukan bau-bau intimidating powerful and independent woman gitu bukan kalo kalian ngebayangin Bella Hadid ini wanginya representing Bella Hadid top notes nya tuh disini ada sea salt, pink pepper, co2 extra which i don't know what it is tapi kayak sea salt nya kecium banget di middle notes nya ada olive tree accord, fig and lavender, ngerti ga sih? zen di bass notes nya ini ada cedar, sandalwood and amber, mungkin greenish nya tuh karena ada sea salt olive, greenish nya juga bukan yang terlalu kayak bau pohon turun hujan gitu engga, tapi menurut aku balance banget baunya dan baunya itu engga murahan sama sekali, ini yang paling aku tunggu-tunggu, night cap karena warnanya tuh warna coklat favorit aku, kalo misalnya botolnya belum di shake dia keliatannya kayak gini udah di shake, oil nya akan kayak keluar gitu ya, engga sabar wacium yang ini, oke ini juga kurang lebih wanginya zen, sweet ada something yang kayak creamy gitu top notes nya di night cap ini ada ginger, cardamon, dan ada guayac wood, terus di middle notes nya ada warm blend of vanilla sama cistus dan di bass notes nya ada sandalwood and patchouli, jadi ya tadi aku bilang kayak sweet, vanillanya ada, terus terus kayak ada woody nya so far belum ada yang aku ga suka dan terakhir ini adalah yang blooming fire semua warnanya warna coklat-coklat aku banget, cinta banget guys oke, finally yang ini bukan wangi zen tapi ini wangi floral, pasti yang akan menjadi favorit warga Indonesia kecinta wangi floral aku bisa banget mencium, ada jasmine di sini, top notes nya disini ada bergamot, cedarwood, love lips dan cardamon, dan di middle notes nya disini ada bonoie and jasmine jasmine itu selalu dominan mau dia di top notes, middle notes, atau bass notes, bass notes nya ada patchouli, tapi jujur, first impression nya is floral jasmine zen, dan yang ini yang paling beda vibes nya dibanding yang lain, tapi overall honestly ga ada yang aku ga suka wanginya bener-bener enak semua soft and tough and very representing Bella Hadid kayak kalian tau kan, Bella Hadid itu kayak cewek, naturally beautiful ini wangi-wanginya tuh wangi-wangi kayak gitu semuanya endul parah dan packaging nya tuh berat, unik, nyentrik cantik, estetik, udah ga ngerti lagi ini parfum, perfect banget semua skor nya dari aku 9, bukan karena aku kecinta Bella Hadid kalau ditanya favorit aku yang mana so far, night chef ini adalah favorit aku dari segi estetik botol dan juga segi wanginya, karena ini ada mix of something yang strong tapi juga masih sweet banget shake well, massage di kulit kayak gini aku excited banget, karena ini menyari tuh susah parah, itu panor tip kalo kalian mau jas tip, ayo jas tip kalo bener-bener enak, mari kita tag Orra Bella dan Bella Hadid bersama-sama biar launching di Indonesia, please karena ini pasti market nya banyak banget yang suka, wanginya bener-bener endul semua jarang aku menemukan wangi perfume yang bener-bener easy to blind buy semua, tapi ga pasaran dan ga nyebelin gitu bau nya ga kayak, ah, ah, ah, gitu serah sekali, wanginya bener-bener calm and zen and beautiful semua, sesuai sama yang bikin dan sama kayak yang review Sikir review dari saya, bye bye everyone nextnya review perfume apa lagi"
209,https://www.instagram.com/reel/DLCwhZMTMfo/,Trust," break out kulit aku kayak gini gara-gara dead ke temen-temen dan ini ditunggu sekali review-nya awalnya aku cuma pakai selama 2 minggu ya terus melihat hasilnya karena biasanya kalo retinol itu tuh lumayan cepet gitu loh kelihatan hasilnya tapi ternyata aku mengalami fase break out atau perging dulu di awal kayak gini-gini dan setelah melewati fase itu baru kulit aku tuh menjadi kayak lebih lembab, lebih kencang, lebih glowing menggunakan retinolnya glad to glow moisturizer ini terus kalo kalian liat ya ini tuh masih banyak banget karena memang makanya tuh sedikit banget jadi ga perlu heboh gitu ya tipis aja makannya bahkan di awal aku pakai setiap hari abis itu lama kelamar aku pakai tuh cuma 1 minggu 3-4 kali aja karena kulit aku ngerasanya tuh kayak butuhnya segitu aja gitu terus pakai tuh setipis ini aja dipakai di malam hari dan pagi harinya jangan lupa pakai sunscreen progresnya di aku itu baru terlihat setelah 1 bulan ke atas pemakaian tapi banyak banget yang bilang aku juga kalo nah, jadi aku langsung cocok aku suka banget sama moisturizer ini jadi emang pasti pengalaman orang beda-beda nah kalo pengalaman kalian sendiri gimana? kalian bisa komen di bawah aku penasaran cuma overall, finally kulit aku kembali healthy and shining shimmering squandid ini masih ada sisa sedikit sih bekas dirawatnya cuma udah tinggal bekas yang rata gitu ya tadinya bener-bener berdaya kau parah sekarang udah bener-bener goreng ya jadi final verdictnya this is Tasha Parasha approved karena hadiahnya sangat menjangkau jadi buat kalian yang usianya udah di atas 25 tahun dan mencari retinol moisturizer yang terjangkau bisa banget coba ini dan kalo misalnya ada perging udah di atas 8 minggu berarti kalian stop aja, kalian ga curiok tapi kalo misalnya baru 3 minggu, 4 minggu kalian bisa lanjutin penggunaannya kayak aku sampe mendapatkan hasil kulit yang seperti indang kalian juga bisa share review kalian di bawah untuk yang lainnya membaca jadi makin langkat review saya ini sekian temen-temen"
210,https://www.instagram.com/reel/DLXPnmazMa_/,Trust," From this to this! Another we hear you guys moment dari Mother of Pearl. Sekarang M2PM Colorfuls Hyper Teen kembali. Come back stronger, better, lovable and more expensive. Sini buat aku. Tapi buat kalian harga tidak berubah, jangan khawatir. Aku tahu ini agak berubah sedikit di bagian MOP ya. Aku mau buka packaging semahal ini. Tapi yang sekarang anti ngelotok, dibocor dan anti keluh kesah yang pernah dikeluhkan kalian. Kan tau ga sih kalau MOP itu masuk ke top 10 best seller lip tint Indonesia. Jadi aku tahu banyak banget yang mencintai formula dari lip tint ini. Kalian gausah khawatir karena formulanya tidak berubah. Dan semua warna favorit kalian tetap ada di sini. Tapi kalian harus lihat packagingnya sekarang. Sepini ini ya guys. Dan kalo kalian tarik ke atas, gaada area yang leber-leber lagi di atas sini. Perpikan. Formulanya tetep transfer proof dan terlihat kayak glassy tapi ga terasa banyak-banyak di bibir. Tetap bisa menemani kalian dari pagi 2.00 pagi dan tidak akan ngegaris di dalam bibir. Bikin bibir terlihat sehat, tidak kering. Hanya comeback stronger dengan packaging yang lebih mahal. Kita juga ga pake hologram. Di sini kita pake pearlized biar gaada yang ngelotok-ngelotok lagi. Hari ini aku pake staycation, terus aku ombre sama night ride. Untuk mendapatkan hasil seperti ini. Dan pastinya ini tetep transfer proof. Tetep glassy, cantik banget di bibir. Udah ok-ok hari ini, jangan lupa di check out. Karena ini juga salah satu perut emope yang cepet banget sold out-nya. Walaupun banyak yang komplain aku juga bingung. Terima kasih atas kesetiaannya dan kesabaran kalian menunggu kita ganti packaging. Semoga setelah ganti packaging semakin baik yang mencintai M2PM Colourfest Hyperthin dari Mother of Pearl. Tunggu gebra kan emope selanjutnya."
211,https://www.instagram.com/reel/DLY2Y8hTKqt/,Trust," terlihat kecil tapi nyata nya BLOATED Yup Pssss Buat kalian yang nontonin story aku Pasti kalian udah tau Masalah utama hidup aku sekarang adalah Perut aku yang BLOATED Tapi thank God aku udah konsultasi Dan ternyata permasalahannya adalah Untuk di komentar ini aku tuh harus menghindari Apapun itu yang mengandung laktosa Tapi masalahnya Ampir semua itu mengandung laktosa gimana dong Jangan sedih temen-temen aku udah menuliskan solusi Tampikan aslim almond drink Waktu itu di Bangkok aku cobain yang udring Itu enak banget Dan ternyata yang almond drink ini juga enak banget Jadi aku tidak merasa tersiksa sama sekali Harus menghindari laktosa Karena dia laktose free dan juga sugar free Tapi rasanya tuh enak Ampir semua tropikan aslim begitu enak Dari setelah cobaltnya aku suka, setelah strawberrynya aku suka Sekarang udringnya aku suka Gulanya juga aku pake I love tropikan aslim Memang mereka tuh selalu berinovasi untuk orang-orang yang lagi mau mengurangi berat badan Dan menjaga kesehatan Tapi rasanya tetep enak Jadi emang tropikan aslim ini adalah solusi buat kalian yang gak bisa minum susu Dan kalian bisa ngadapetin kebaikan Almond dan gak bikin kembung Dan gak bikin enak Sugar free Low fat Tinggi serat Dan mengandung protein lebih tinggi dari almond drink lainnya pula Tapi kalo buat kalian yang belum tau nih ya Almond itu adalah super food yang banyak juga hasiat lainnya ya Menurunkan kolesterol Menjaga kesehatan jantung Mengendalikan kadar gula darah Menikmarkan fungsi otak Dan juga bisa membantu menurunkan berat badan dan masih banyak kegunaan lainnya gitu Jadi buruan beli di Alphamart Karena lagi ada promo dan gulakan perut aku segera tidak bunuh Bye, everyone"
212,https://www.instagram.com/reel/DLbUgLKzTdm/,Surprise," Guys aku gak tau ini aku yang kuper atau gimana Tapi aku baru-baru tau minggu lalu kalau ada snack namanya Jambota Dan kalian tau gak sih kalau ini tuh enak banget Dia ada 5 varian ya Pertama ini nih pis pedas ada yang original Terus ada yang pakai seaweed sama yang sapi tanggang Tapi yang favorit aku ini Ini rasa honey butter Bener enak banget kayak kok bisa ada snack rasa honey butter Hmmmm Creamy, manis, asin, gurih Dan ini aku yakin tipe-tipe snack kayak gini tuh yang bisa dimakan sekeluarga bersama Terus aku bikin eksperimen gitu sama anak-anak F.J.A Kita bikin nachos Taraaa Saatnya kita mukbang Jambota nachos Ini jemilan terbaru F.J.A F.J.A tuh kalau bikin jemilan ga pelik-pelik ya guys Kalian berdua harus coba pakai bumbu nachosnya Enak banget Bes, dia ada daging cincangnya gitu Ada apukat, ada tomat, ada segala macem Ketemu kamu Jambota aku di jemilan Enak banget guys Hmmmm Hmmmm So yummy Nanti aku akan tulisin resepnya di komen biar kalian bisa recreate Ini bukan resep aku sih Tapi bener-bener kuncinya itu adalah di Jambotanya harus pakai yang original Jadi ga merusak kita rasa gitu loh Dan kalau misalnya lagi dapet Jambota yang kayak gini doang Ini yang paling ga ada apa-apa Tetep enak rasanya Jambotanya Yummy Sekarang saatnya kita kasih reaksinya dari anak-anak F.J.A yang belum pernah coba jemilan ini Aku suka Oh ya bro Aku suka"
213,https://www.instagram.com/reel/DLt2FA7xvIz/,Surprise," ada satu pujian yang lebih aku tunggu-tunggu dibanding di puji wangi yaitu di puji rambut badai rambut aku tuh sudah mengalami fase kerusakan selama hampir 3 tahun akhirnya, era rambut keren aku buruk di belakangan ini baru aku bisa mendapatkan pujian rambut badai lagi setelah aku menemukan shampoo yang tepat ini aku ga dramatis ya, tapi beneran kalo aku lagi magre aku ga pake kondisioner pun rambut aku bisa se-fluffy and shiny ini shock banget, aku udah yakin banget kalo ini Tasha Farasha approve oh sweet, dengan gebrakan barunya dulu tuh yang viral banget adalah ginger, itu tuh buat kerontokan yang aku pake adalah shampoo fluffy volumizing shampoo yang wanginya itu windbluel ya, wanginya juga enak banget, awet banget, berubah-ubah somerbak wanginya fungsinya itu untuk smoothness hair texture and support hair growth dan itu beneran banget, tapi ya kalo untuk support hair growth, pastinya butuh waktu ya ga mungkin tiba-tiba dalam sehari tumbuh supaya ini itu ga setelah rutin pake ini aku ngerasa kayak baru kemaren rambut aku kayak prosesor Snape tiba-tiba kalo udah lebih cepet gitu loh panjangnya paling terlihat itu adalah ke shiniannya dan ke fluffy-annya yang sangat indah ini kalo kalian ga mencari yang untuk hair growth, dia ada 2 varian yang lainnya dengan wangi yang berbeda juga ijo ini wangi osmantus, ini untuk dendera jadi buat kalian yang ketombang, kalian bisa pake yang ijo ini terus yang satu lagi ini untuk smoothen hair texture dan diperkaya dengan antioksidan dan ini wanginya wangi sakura, tapi aku ga akan bahas dua ini karena aku tidak menggunakan yang dua ini, aku akan bahas adalah yang biru gong banget wangi windbluel tuh beneran kayak mirip sama conditioner oswit yang ginger itu tapi ini shampoo, wah gong banget, gong banget, gong banget, gong banget, gong banget tanpa dekakusutan, fluffy, indah dan yang paling penting adalah akhirnya rambut aku bisa dipuji rambut badai lagi tasha healthy hair era is back, highly recommended harganya itu 170 ribuan, emang agak mahal sih, tapi ini 300 mili dan kalo buat orang kayak aku yang keras masa seminggu 2 kali aja, ini awet ga cepet abis gitu sekiah informasi dari saya dan semoga ini bisa membantu kalian yang rambut saya didamage dan sudah desperate kalian bisa banget coba ini, rambut seancur aku aja bisa liat kayak ini apalagi rambut orang yang ga seancur aku, apalagi rambut orang yang sehat tapi lepek mau keliatan fluffy dan keliatan shiny, cobain temen-temen oh sweet, oke"
214,https://www.instagram.com/reel/DLy-zgyxL7P/,Proud," kita tunggu ramai hello everyone oh my god ini aku udah lama banget gak pake produk andalan aku di bibir demi live kali ini karena akhirnya aku bisa spiel rahasia bibir aku selama ini ya ini bibir aku yang asli sebenernya bibir aku asli sebenernya tuh kayak gini gak guys bukan kak guys ya akhirnya GWS Extra launching hari ini dan harganya cuman 77.000 kalian harus lihat ya,liat nih bibir aku rahasia bibir aku selama ini di semua konten aku di opening konten video aku di setiap aku bare face itu aku pasti pake GWS Extra yang aku udah gak kuat sebenernya mau spiel sampe aku beben live sekarang ya nih sebenernya aku udah punya lama ah oh my god jatoh oh sekarang bisa gak bisa guys ok,sekarang kita akan try on ya,harganya lagi 77.000 di Shopee jadi kalian abis nonton live aku,aku cuman mau live sebentar aja,abis live aku kalian harus langsung check out di Shopee ini dia tuh clear gloss tapi dia color changing dan dia akan bikin bibir kalian tuh Kylie Jenner temen-temen udah siap,kalo udah siap komen dulu siap siap siap siap siap lihat ya mau pake di atas dulu atau di bawah dulu atau kalian gini dulu,sekarang kalian screenshot bibir aku pucet,tulis tipis gak pelampi gitu kan sekarang aku akan pakein GWS Extra di bibir bawah dulu ngerti gak kenapa dikasih nama Extra,kara dia ada karena cooling sensation yang kayak dinginnya tuh ngelipis-lipis yang udah ke arah panas,tuh kan yang makin dingin tuh kayak jadi panas kalo orang udah kepanasan banget jadi dingin gitu nah itu borderline kayak gitu dan lama-kelamaan dia akan color changing dan lihat tuh,liat bibir aku langsung segitu gini keliatan kan bedanya tuh gong banget gak,dah bye mau oke thank you Chris langsung check out aja,udah keliatan dari bibir bawah aja udah keliatan banget nama produknya adalah GWS Extra jadi dia ada warnanya warnanya menyurupai bibir,nih kalo bibir asli aku kan pucet gini,bibir bawah aku nih yang udah pernah GWS Extra jadi kayak lebih fresh,tapi tetep kayak warna bibir asli gitu kalo misalnya di swatch di tangan,dia tuh warnanya nanti akan berubah sedikit aja ini ya kita tunggu nanti dia akan berubah warna sekarang ini yang paling penting di bibir atas,karena bibir atas aku tipis banget kita akan pakein GWS Extra inget catet namanya GWS Extra GWS Extra GWS Extra yes GWS Extra ini kalo bibir agak hitam gitu,tus kayak tipis gitu siap-siap ya,nih setengah dulu setengah dulu tuh,liat bedanya langsung shade nya ini namanya fiery peach GWS Extra cuman ada satu shade ya ini GWS Extra buat bibir gelap gimana liat ya,ini bibir aku perubahan warnanya,tu terus mba sini udah makin makin plambih nih,makin plambih tuh,tu oke,sekarang kita akan selesai yang sebelah sini nah,setelah kayak berapa ya,kurang lebih 3-4 menit ini bibir kalian akan jadi kayak tambah mejeding gitu harganya kayak right now right now ini 77 ribu gong gak gong gak,gong gak gong gak,gong gak gong gak,gong gak gong gak aku gak pernah gak pake ini,jadi se bare face-bare face nya aku selalu pake ini,tetap pake ini,coba ke bibir yang tutun dong kak oke,sini put oh iya,nih yang di tangan jadinya kayak gini liat deh,warnanya tuh kayak subtle banget,tapi kalo di bibir keliatan banget perubahan warnanya jadi kayak soft pitch gitu,nih sekarang kita akan liat di bibir yang tutun oke,dipir yang pun hitam ya temen-temen,saya akan pake oke kapan adanya sekarang,se-karang udah ada,yo check out nah tuh tuh tuh hmm ngelapisin ya,tutup langsung tutup rasanya gimana ko dulu,wuh dingin dingin-dingin pedas gitu ya tuh langsung check out,check out tuh udah mulai dingin ya wuh udah mulai ini,gue juga lagi menggelitik,tu bibir gue langsung capek banget tuh,punya katasnya capek banget tuh,tuh langsung plumpy plump hmm eh vita,vita udah pake tuh gong kan,ngerti kan bisa di layer-layer bisa bisa di pake lip mat bisa di layer lip gloss gws yang lain bisa flash sale kapan? Sekarang juga di Shopee oke kalo bibir tebel gimana kak gapapa pake itu,gapapa makin ngerti kan,langsung berubah banget muka gue guys,yang dipake gws extra,terus aku mau kasih liat juga ke kalian,kalau misalnya lip gloss-nya aku apus dia tetep ada stain-nya jadi bibir kalian yang tetep keliatan fresh gitu kayak warnanya berubah,ada stain-nya dia color changing gitu,ini warnanya universal hmm jadi semua orang ngira bibir asli aku tuh kayak gini plumpy dan berwarna healthy kayak gini padahal engga oke,gws extra sekian live dari saya langsung check out di Shopee gak ada,ada,ada ada sayang oke bye everyone"
215,https://www.instagram.com/reel/DNFMPHSTrBy/,Surprise," before after tim mascara super extra buat volumizing lengthening kayak gini atau tim mascara natural tapi tetep volumizing and lengthening juga gak usah pake tim timan ini aku cuma pake satu mascara yang sama tapi bisa mendapatkan 2 hasil yang berbeda seperti ini eeuuuhhh kenapa aku tetep kawin seperti ini sebenernya aku menangis tadaaa gak ada yang transfer sama sekali temen-temen torture test adalah kewajiban aku pada brand satu ini my little girl mascara setiap aku pake pasti semua yang nanya aku pake mascara apa mascara kalian bisa dapetin hasil yang natural kalau kalian penggunaannya satu layer bentuknya itu ada area yang lebih pendek ada area yang lebih panjang untuk mencakup semua area bulu mata kalian dia tuh kayak sedikit banget melengkung karena kalau terlalu melengkung itu tuh resiko kotor di kelopak mata mau natural finish pake satu layer aja lihat betapa gampangnya aku mencakup semua area sampai ke ujung bulu mata aku temen-temen before after one layer only terasa banget ada volumenya ada lengthenya dan tetep terlihat natural tidak ada yang kayak kelampik-kelampik terpisah dengan indah kan juga hitam tapi gak yang hitam menyeramkan gitu kita lanjutin ke layer kedua gone belum spidery dan gak kelampi masih tetep terpisah-pisah tapi dia udah mulai menyentuh alis aku gampang banget di layer karena dia bukan tipe mascara dengan formula yang terlalu keras gitu kering tapi juga gak terlalu lembek jadi gak lengket gue tuh layer ketiga karena dia tuh suka mascara yang bisa di layer sesuka hati kita secara terus menerus ngerti gak sesok apa? before after sekarang kita akan selesain bulu mata bawahnya oh my god bener-bener syok aku adalah orang yang selalu mencoba mascara lebih dari ribuan mascara yang aku coba jadi aku bisa sempurnakan formula tersempurna menurut aku adalah mascara dari mother of pearl aku akan kasihkan perbedaannya ke kalian kalau dipake satu layer dia bener-bener super cantik, lengthening, volumizing tapi natural sesuai request banyak orang kalau kalian mau yang sangat ekstra seperti pake false lashes kalian bisa build up sampai up to you guys tapi kalau aku rekomendasiin tiga layer aja udah cukup banget ini emang lebih cocok kalau buat lagi natural makeup tapi kalau lagi bold makeup bisa sampai jadi kayak gini sekarang saatnya kita torture test lanjut part 2"
216,https://www.instagram.com/reel/DJotEW7T_4b/,Trust," Pastinya kalian udah tahu aku adalah pecinta jewellery ya Dari anting, cincin, gelang, semuanya aku cinta Tapi kemana kalungku? Hari ini aku mau unboxing kalung terbaru aku dari Clemens Ellery Dan ini cantik banget! Pertama aku mau kasih lihat dulu boxnya ya Udah gitu, setelah dibuka, kalian akan mendapatkan Aduh, leather box yang cantik banget Dengan klip kayak gini Tapi ini kalungnya udah aku buka, aku punya dua dan aku akan kasih lihat ke kalian Pertama itu namanya adalah The Circle of Joy Dan lucunya itu dia ada fragrance representationnya gitu dari kalungnya Ini Circle of Joy Dan kalungnya itu kayak gini Ah, bagus banget guys Cantik banget ga sih? Udah gitu dia itu kurang lebih 2,8-3 gram Dan 18 karat gold Harganya kisaran 14 juta Menurut aku ini adalah affordable luxury Worth it banget Tag temen-temen kalian, tag pacar kalian, tag suami kalian, atau tag diri kalian sendiri untuk beli ya Sekarang kita akan coba pertama The Circle of Joy Tadaaa, inilah dia The Circle of Joy Di leher aku, cantik banget Dan aku kayak kalung tuh suka yang minimalis gini karena aku tuh jarang ganti kalung Jadi aku pake kalung tuh yang daily Tapi yang bisa dipakai secara formal juga Dan menurut aku Circle of Joy ini, perfect example of that Kalau kalian suka yang gold, kalian pasti akan suka banget sama si Circle of Joy ini Dan dia tuh di tengahnya kayak ada diamond-nya gitu, cantik banget Tapi yang namanya Tasha Farasha itu tidak lain, tidak bukan, identik dengan Mother of Pearl Jadi yang favorit aku tuh yang ini Gelang aku ada Mother of Pearl, cincin aku ada Mother of Pearl-nya Cinta banget sama Mother of Pearl Namanya adalah The Shield of Faith Kita akan pakai sekarang yang ini Cantik banget, oh my God Aku tuh emang cinta banget sama Mother of Pearl Dan aku ngerasa emang cocok banget di aku Kalian lebih suka yang tadi gold atau yang Mother of Pearl? Aku lebih suka yang Mother of Pearl ini sih Menurut aku ini cantik, parah Dan dia juga ada beberapa koleksinya lainnya yang bisa kalian langsung cek aja sendiri Tapi kalau yang paling favorit aku, yang dua ini Dan number one-nya adalah si Mother of Pearl ini"
217,https://www.instagram.com/reel/DIthToJzFls/,Trust," Mau tau kulit kering dan sensitif kalo lagi kumat kayak gimana? Dry patches, redness, bisa ngelupas guys Tapi kalo udah kayak gini, skin tipik yang mana nih yang dipake? Ini yang baru guys, skin tipik for sensitif skin terus dia warna pinknya itu dari vitamin B12 nya itu sendiri Itu udah kayak ada klinikalitasnya, dalam 7 hari bisa membantu meredakan kemerahan emergency use aku kalo kulit aku kliky dan ada dry patches kayak gini kalo di aku pribadi sih 3 hari aja udah oke, kemerahan udah hilang, aman selain ada vitamin B12, disini juga ada ceramitenya ada alantoin, bisabolol dan ectoin yang jadi hero ingredients kalo si bisabolol itu untuk rasa kemerahan dan biasanya tuh suka ada gatol gitu kalo kulit sensitif kalo ectoin itu bagus untuk memperbaiki skin barrier dari external stressor Contohnya, taparan cincar matahari, perubahan suhu udara Ini salah satu produk yang oke banget menurut aku, another good product from skin tipik Paling aku suka yang mana? Number 1 is the blue one kalo misalnya kulit sensitif aku lagi gak kumat Number 2 is yang ini, kalau kulit aku lagi kumat Tapi karena sekarang lagi kumat, ini yang jadi number 1 aku Oke, sekian review dari saya"
